date,source,title,summary,text
2026-02-10,prescraped,Goldman Sachs Discloses $1.1 Billion Position in Bitcoin ETF Holdings - Bitcoin Magazine,Goldman Sachs Discloses $1.1 Billion Position in Bitcoin ETF Holdings  Bitcoin Magazine,Goldman Sachs Discloses $1.1 Billion Position in Bitcoin ETF Holdings - Bitcoin Magazine. Goldman Sachs Discloses $1.1 Billion Position in Bitcoin ETF Holdings  Bitcoin Magazine
2026-02-10,prescraped,"Bitcoin-Backed Bonds Facing Stress Test After Bitcoin Selloff, S&P Says - Bitcoin Magazine","Bitcoin-Backed Bonds Facing Stress Test After Bitcoin Selloff, S&P Says  Bitcoin Magazine","Bitcoin-Backed Bonds Facing Stress Test After Bitcoin Selloff, S&P Says - Bitcoin Magazine. Bitcoin-Backed Bonds Facing Stress Test After Bitcoin Selloff, S&P Says  Bitcoin Magazine"
2026-02-10,prescraped,Where Next for Bitcoin? The Bull and Bear Case - Yahoo Finance,Where Next for Bitcoin? The Bull and Bear Case  Yahoo Finance,Where Next for Bitcoin? The Bull and Bear Case - Yahoo Finance. Where Next for Bitcoin? The Bull and Bear Case  Yahoo Finance
2026-02-10,prescraped,Michael Saylor downplays Strategy credit risk as bitcoin tumbles: 'We'll refinance the debt' - CNBC,Michael Saylor downplays Strategy credit risk as bitcoin tumbles: 'We'll refinance the debt'  CNBC,Michael Saylor downplays Strategy credit risk as bitcoin tumbles: 'We'll refinance the debt' - CNBC. Michael Saylor downplays Strategy credit risk as bitcoin tumbles: 'We'll refinance the debt'  CNBC
2026-02-10,prescraped,"Jim Cramer Says He's 'Heard' Trump Is 'Gonna Fill' The Bitcoin Reserve At $60,000 — What On-Chain Data Tells Us - Yahoo Finance","Jim Cramer Says He's 'Heard' Trump Is 'Gonna Fill' The Bitcoin Reserve At $60,000 — What On-Chain Data Tells Us  Yahoo Finance","Jim Cramer Says He's 'Heard' Trump Is 'Gonna Fill' The Bitcoin Reserve At $60,000 — What On-Chain Data Tells Us - Yahoo Finance. Jim Cramer Says He's 'Heard' Trump Is 'Gonna Fill' The Bitcoin Reserve At $60,000 — What On-Chain Data Tells Us  Yahoo Finance"
2026-02-10,prescraped,FT's Jemima Kelly: Bitcoin's value is zero and the scarcity argument is pretend - CNBC,FT's Jemima Kelly: Bitcoin's value is zero and the scarcity argument is pretend  CNBC,FT's Jemima Kelly: Bitcoin's value is zero and the scarcity argument is pretend - CNBC. FT's Jemima Kelly: Bitcoin's value is zero and the scarcity argument is pretend  CNBC
2026-02-10,prescraped,Bitcoin dips back below $70K. Has the cryptocurrency stabilized? - Yahoo Finance,Bitcoin dips back below $70K. Has the cryptocurrency stabilized?  Yahoo Finance,Bitcoin dips back below $70K. Has the cryptocurrency stabilized? - Yahoo Finance. Bitcoin dips back below $70K. Has the cryptocurrency stabilized?  Yahoo Finance
2026-02-10,prescraped,The coldest crypto winter yet - The Economist,The coldest crypto winter yet  The Economist,The coldest crypto winter yet - The Economist. The coldest crypto winter yet  The Economist
2026-02-10,prescraped,Bitcoin's Latest Plunge Has Traders Panicking. Here's Why Long-Term Investors See Opportunity. - Yahoo Finance,Bitcoin's Latest Plunge Has Traders Panicking. Here's Why Long-Term Investors See Opportunity.  Yahoo Finance,Bitcoin's Latest Plunge Has Traders Panicking. Here's Why Long-Term Investors See Opportunity. - Yahoo Finance. Bitcoin's Latest Plunge Has Traders Panicking. Here's Why Long-Term Investors See Opportunity.  Yahoo Finance
2026-02-10,prescraped,The Best Bitcoin ETFs to Buy - Kiplinger,The Best Bitcoin ETFs to Buy  Kiplinger,The Best Bitcoin ETFs to Buy - Kiplinger. The Best Bitcoin ETFs to Buy  Kiplinger
2026-02-10,prescraped,"Strategy Will Buy Bitcoin 'Forever', Says Michael Saylor—Even With $5 Billion Paper Loss - Yahoo Finance","Strategy Will Buy Bitcoin 'Forever', Says Michael Saylor—Even With $5 Billion Paper Loss  Yahoo Finance","Strategy Will Buy Bitcoin 'Forever', Says Michael Saylor—Even With $5 Billion Paper Loss - Yahoo Finance. Strategy Will Buy Bitcoin 'Forever', Says Michael Saylor—Even With $5 Billion Paper Loss  Yahoo Finance"
2026-02-10,prescraped,"Strategy's Michael Saylor: We won't be selling bitcoin, we'll be buying 'every quarter forever' - CNBC","Strategy's Michael Saylor: We won't be selling bitcoin, we'll be buying 'every quarter forever'  CNBC","Strategy's Michael Saylor: We won't be selling bitcoin, we'll be buying 'every quarter forever' - CNBC. Strategy's Michael Saylor: We won't be selling bitcoin, we'll be buying 'every quarter forever'  CNBC"
2026-02-10,prescraped,"Crypto's 'age of speculation' may be over, says Galaxy CEO Mike Novogratz - CNBC","Crypto's 'age of speculation' may be over, says Galaxy CEO Mike Novogratz  CNBC","Crypto's 'age of speculation' may be over, says Galaxy CEO Mike Novogratz - CNBC. Crypto's 'age of speculation' may be over, says Galaxy CEO Mike Novogratz  CNBC"
2026-02-10,prescraped,"Bitcoin Is Down Again. But How Bad Is It, Really? - NerdWallet","Bitcoin Is Down Again. But How Bad Is It, Really?  NerdWallet","Bitcoin Is Down Again. But How Bad Is It, Really? - NerdWallet. Bitcoin Is Down Again. But How Bad Is It, Really?  NerdWallet"
2026-02-10,prescraped,"After Crashing 22% in 7 Days, Is Bitcoin Still a Buy? - The Motley Fool","After Crashing 22% in 7 Days, Is Bitcoin Still a Buy?  The Motley Fool","After Crashing 22% in 7 Days, Is Bitcoin Still a Buy? - The Motley Fool. After Crashing 22% in 7 Days, Is Bitcoin Still a Buy?  The Motley Fool"
2026-02-10,prescraped,Interactive Brokers Adds Nano Bitcoin Futures Via Coinbase Derivatives - Bitcoin Magazine,Interactive Brokers Adds Nano Bitcoin Futures Via Coinbase Derivatives  Bitcoin Magazine,Interactive Brokers Adds Nano Bitcoin Futures Via Coinbase Derivatives - Bitcoin Magazine. Interactive Brokers Adds Nano Bitcoin Futures Via Coinbase Derivatives  Bitcoin Magazine
2026-02-10,prescraped,Activity in Nancy Guthrie’s ransom bitcoin account: TMZ - NewsNation,Activity in Nancy Guthrie’s ransom bitcoin account: TMZ  NewsNation,Activity in Nancy Guthrie’s ransom bitcoin account: TMZ - NewsNation. Activity in Nancy Guthrie’s ransom bitcoin account: TMZ  NewsNation
2026-02-10,prescraped,TMZ founder: Activity in bitcoin account linked to purported ransom letters - CNN,TMZ founder: Activity in bitcoin account linked to purported ransom letters  CNN,TMZ founder: Activity in bitcoin account linked to purported ransom letters - CNN. TMZ founder: Activity in bitcoin account linked to purported ransom letters  CNN
2026-02-10,prescraped,MicroStrategy Is Now Down $4.5 Billion On Its $54 Billion Bitcoin Investment: What Does This Mean For Investors? - Yahoo Finance,MicroStrategy Is Now Down $4.5 Billion On Its $54 Billion Bitcoin Investment: What Does This Mean For Investors?  Yahoo Finance,MicroStrategy Is Now Down $4.5 Billion On Its $54 Billion Bitcoin Investment: What Does This Mean For Investors? - Yahoo Finance. MicroStrategy Is Now Down $4.5 Billion On Its $54 Billion Bitcoin Investment: What Does This Mean For Investors?  Yahoo Finance
2026-02-10,prescraped,Crypto Winter Calls for Protected Bitcoin Exposure - ETF Trends,Crypto Winter Calls for Protected Bitcoin Exposure  ETF Trends,Crypto Winter Calls for Protected Bitcoin Exposure - ETF Trends. Crypto Winter Calls for Protected Bitcoin Exposure  ETF Trends
2026-02-10,prescraped,Strategy’s Michael Saylor Says ‘We Are Not Going To Be Selling’ as Company Buys More Bitcoin - Investopedia,Strategy’s Michael Saylor Says ‘We Are Not Going To Be Selling’ as Company Buys More Bitcoin  Investopedia,Strategy’s Michael Saylor Says ‘We Are Not Going To Be Selling’ as Company Buys More Bitcoin - Investopedia. Strategy’s Michael Saylor Says ‘We Are Not Going To Be Selling’ as Company Buys More Bitcoin  Investopedia
2026-02-10,prescraped,"Goldman Sachs Reveals $2.3 Billion Crypto Investment, Including Bitcoin and XRP - Yahoo Finance","Goldman Sachs Reveals $2.3 Billion Crypto Investment, Including Bitcoin and XRP  Yahoo Finance","Goldman Sachs Reveals $2.3 Billion Crypto Investment, Including Bitcoin and XRP - Yahoo Finance. Goldman Sachs Reveals $2.3 Billion Crypto Investment, Including Bitcoin and XRP  Yahoo Finance"
2026-02-10,prescraped,Strategy (MSTR) news: Saylor shoots down any idea of forced BTC sale - CoinDesk,Strategy (MSTR) news: Saylor shoots down any idea of forced BTC sale  CoinDesk,Strategy (MSTR) news: Saylor shoots down any idea of forced BTC sale - CoinDesk. Strategy (MSTR) news: Saylor shoots down any idea of forced BTC sale  CoinDesk
2026-02-10,prescraped,Nancy Guthrie case: Why criminals are turning to cryptocurrency for ransoms - Fox News,Nancy Guthrie case: Why criminals are turning to cryptocurrency for ransoms  Fox News,Nancy Guthrie case: Why criminals are turning to cryptocurrency for ransoms - Fox News. Nancy Guthrie case: Why criminals are turning to cryptocurrency for ransoms  Fox News
2026-02-10,prescraped,What the Crypto Crash Reveals About Trump’s Power - The Atlantic,What the Crypto Crash Reveals About Trump’s Power  The Atlantic,What the Crypto Crash Reveals About Trump’s Power - The Atlantic. What the Crypto Crash Reveals About Trump’s Power  The Atlantic
2026-02-10,prescraped,"Bitcoin: We're actually in a crypto correction, not a winter - Yahoo Finance","Bitcoin: We're actually in a crypto correction, not a winter  Yahoo Finance","Bitcoin: We're actually in a crypto correction, not a winter - Yahoo Finance. Bitcoin: We're actually in a crypto correction, not a winter  Yahoo Finance"
2026-02-10,prescraped,"The Daily: Strategy's Saylor predicts bitcoin will 'double or triple' S&P returns, BitMine buys $84M in ETH as Tom Lee flags an 'attractive' entry point, and more - The Block","The Daily: Strategy's Saylor predicts bitcoin will 'double or triple' S&P returns, BitMine buys $84M in ETH as Tom Lee flags an 'attractive' entry point, and more  The Block","The Daily: Strategy's Saylor predicts bitcoin will 'double or triple' S&P returns, BitMine buys $84M in ETH as Tom Lee flags an 'attractive' entry point, and more - The Block. The Daily: Strategy's Saylor predicts bitcoin will 'double or triple' S&P returns, BitMine buys $84M in ETH as Tom Lee flags an 'attractive' entry point, and more  The Block"
2026-02-10,prescraped,"Saylor says bitcoin will ‘double or triple’ S&P returns over coming years, vows Strategy won’t be selling - The Block","Saylor says bitcoin will ‘double or triple’ S&P returns over coming years, vows Strategy won’t be selling  The Block","Saylor says bitcoin will ‘double or triple’ S&P returns over coming years, vows Strategy won’t be selling - The Block. Saylor says bitcoin will ‘double or triple’ S&P returns over coming years, vows Strategy won’t be selling  The Block"
2026-02-11,prescraped,"Early Bitcoin Supporter Eric Voorhees Buys Millions in Tokenized Gold, as Tether’s $23B Holdings Overtakes Governments - Yahoo Finance","Early Bitcoin Supporter Eric Voorhees Buys Millions in Tokenized Gold, as Tether’s $23B Holdings Overtakes Governments  Yahoo Finance","Early Bitcoin Supporter Eric Voorhees Buys Millions in Tokenized Gold, as Tether’s $23B Holdings Overtakes Governments - Yahoo Finance. Early Bitcoin Supporter Eric Voorhees Buys Millions in Tokenized Gold, as Tether’s $23B Holdings Overtakes Governments  Yahoo Finance"
2026-02-10,prescraped,Why bitcoin needs to fall another 20% before it’s even worth a look - MarketWatch,Why bitcoin needs to fall another 20% before it’s even worth a look  MarketWatch,Why bitcoin needs to fall another 20% before it’s even worth a look - MarketWatch. Why bitcoin needs to fall another 20% before it’s even worth a look  MarketWatch
2026-02-10,prescraped,"SkyBridge's Scaramucci is buying the bitcoin dip, calls Trump a crypto president - CoinDesk","SkyBridge's Scaramucci is buying the bitcoin dip, calls Trump a crypto president  CoinDesk","SkyBridge's Scaramucci is buying the bitcoin dip, calls Trump a crypto president - CoinDesk. SkyBridge's Scaramucci is buying the bitcoin dip, calls Trump a crypto president  CoinDesk"
2026-02-10,prescraped,Bitcoin Price Shows First Bottom Signal in 3 Years as Selling Pressure Cools - Yahoo Finance,Bitcoin Price Shows First Bottom Signal in 3 Years as Selling Pressure Cools  Yahoo Finance,Bitcoin Price Shows First Bottom Signal in 3 Years as Selling Pressure Cools - Yahoo Finance. Bitcoin Price Shows First Bottom Signal in 3 Years as Selling Pressure Cools  Yahoo Finance
2026-02-11,prescraped,Bitcoin Slides as Fed Rate Cut Doubts Follow Strong Jobs Report - Yahoo Finance,Bitcoin Slides as Fed Rate Cut Doubts Follow Strong Jobs Report  Yahoo Finance,Bitcoin Slides as Fed Rate Cut Doubts Follow Strong Jobs Report - Yahoo Finance. Bitcoin Slides as Fed Rate Cut Doubts Follow Strong Jobs Report  Yahoo Finance
2026-02-10,prescraped,Bitcoin narrative woes: How Trump Fed pick Kevin Warsh will finally give price stability - dlnews.com,Bitcoin narrative woes: How Trump Fed pick Kevin Warsh will finally give price stability  dlnews.com,Bitcoin narrative woes: How Trump Fed pick Kevin Warsh will finally give price stability - dlnews.com. Bitcoin narrative woes: How Trump Fed pick Kevin Warsh will finally give price stability  dlnews.com
2026-02-10,prescraped,"Bitcoin Dips Below $70,000 for Second Time in 24 Hours. Why Cryptos Can’t Shake Price Volatility. - Barron's","Bitcoin Dips Below $70,000 for Second Time in 24 Hours. Why Cryptos Can’t Shake Price Volatility.  Barron's","Bitcoin Dips Below $70,000 for Second Time in 24 Hours. Why Cryptos Can’t Shake Price Volatility. - Barron's. Bitcoin Dips Below $70,000 for Second Time in 24 Hours. Why Cryptos Can’t Shake Price Volatility.  Barron's"
2026-02-10,prescraped,"Bitcoin a tech trade for now, not digital gold, says Grayscale - Yahoo Finance","Bitcoin a tech trade for now, not digital gold, says Grayscale  Yahoo Finance","Bitcoin a tech trade for now, not digital gold, says Grayscale - Yahoo Finance. Bitcoin a tech trade for now, not digital gold, says Grayscale  Yahoo Finance"
2026-02-10,prescraped,Bitcoin price analysis: BTC trading like a tech stock with failing growth - CoinDesk,Bitcoin price analysis: BTC trading like a tech stock with failing growth  CoinDesk,Bitcoin price analysis: BTC trading like a tech stock with failing growth - CoinDesk. Bitcoin price analysis: BTC trading like a tech stock with failing growth  CoinDesk
2026-02-10,prescraped,"Satoshi Nakamoto-Linked Wallet Receives Bitcoin Worth Over $170,000 — What Could This Mean? - Yahoo Finance","Satoshi Nakamoto-Linked Wallet Receives Bitcoin Worth Over $170,000 — What Could This Mean?  Yahoo Finance","Satoshi Nakamoto-Linked Wallet Receives Bitcoin Worth Over $170,000 — What Could This Mean? - Yahoo Finance. Satoshi Nakamoto-Linked Wallet Receives Bitcoin Worth Over $170,000 — What Could This Mean?  Yahoo Finance"
2026-02-10,prescraped,‘Activity’ recorded in Bitcoin account linked to Nancy Guthrie ransom note: TMZ - WGN-TV,‘Activity’ recorded in Bitcoin account linked to Nancy Guthrie ransom note: TMZ  WGN-TV,‘Activity’ recorded in Bitcoin account linked to Nancy Guthrie ransom note: TMZ - WGN-TV. ‘Activity’ recorded in Bitcoin account linked to Nancy Guthrie ransom note: TMZ  WGN-TV
2026-02-10,prescraped,Regulator vows to sue Bithumb users holding ‘unjust‘ Bitcoin after $40bn blunder - dlnews.com,Regulator vows to sue Bithumb users holding ‘unjust‘ Bitcoin after $40bn blunder  dlnews.com,Regulator vows to sue Bithumb users holding ‘unjust‘ Bitcoin after $40bn blunder - dlnews.com. Regulator vows to sue Bithumb users holding ‘unjust‘ Bitcoin after $40bn blunder  dlnews.com
2026-02-10,prescraped,Bitcoin Whales Are Buying Again as Other Large Buyers Retreat - Bloomberg.com,Bitcoin Whales Are Buying Again as Other Large Buyers Retreat  Bloomberg.com,Bitcoin Whales Are Buying Again as Other Large Buyers Retreat - Bloomberg.com. Bitcoin Whales Are Buying Again as Other Large Buyers Retreat  Bloomberg.com
